"","tweets","location","Score","Sentiment"
"3133","narendra modi works for limelight not for people ncbn loksabha loksabhaelections loksabhaelections elections generalelections generalelectionsnews latestnews breakingnews ","India",0.25,"positive"
"3134","kcr and kt rama rao met reddy on wednesdayncbn ysrcparty ysjagan loksabha loksabhaelections loksabhaelections elections generalelections generalelectionsnews latestnews breakingnews ","India",0,"neutral"
"3135","cnnnews bjpindia ncbn all the chor on one side kya nazara hai","",0,"neutral"
"3136","httweets ncbn what are you then a snake ncbn","Coimbatore, India",-0.25,"negative"
"3137","timesnow look now ncbn has left rahulgandhi the pappu and bafoon because the snake ncbn knows very well that the weed smoker will not win and hence the snake cannot loot how snakey this ncbn the snake is  sure these devils will loot india once for all the country wont rise","Coimbatore, India",-0.95,"negative"
"3138","mamataofficial yadavakhilesh arvindkejriwal ncbn omarabdullah hdkumaraswamy hddevegowda shatrugansinha yadavtejashwi mallikarjuninc pawarspeaks mkstalin sharadyadavmp farooqabdullah yashwantsinha just put india on sale by introducing republicdaysale","Karnavati (Gujarat - India)",0,"neutral"
"3139","ncbn yes sir we need to keep ourselves safe from your ulterior political motives and interests sir we the citizens are actually know from what we and the country are suffering not you the politicians know anything about the our problems ","Adilabad, India",0.3,"positive"
"3140","the gst is a fraud economic growth is stagnant the government is interfering in the federal set upsaid andhra pradesh chief minister ncbn at unitedindiarally track live updates here unitedindiaatbrigade ","India",-1.5,"negative"
"3141","andhra pradesh chief minister ncbn karnataka cm h d kumaraswamy delhi cm arvindkejriwal and leader of the opposition in lok sabha congresss mallikarjun kharge are scheduled to arrive on saturday morning read  ","India",-0.25,"negative"
"3142","andhra pradesh chief minister ncbn at mamataofficials unitedindiarally track live updates here unitedindiaatbrigade ","India",0,"neutral"
"3143","we have one goal we want to unite india andhra pradesh chief minister ncbn at mamataofficials unitedindiarally track live updates here unitedindiaatbrigade ","India",0.6,"positive"
"3144","modi is a publicity pm not a performing one chandrababu naidu ncbn ","India",0.4,"positive"
"3145","ncbn arvindkejriwal a person who ate samosas for crores with a person whose grandkid make crores and a person who makes crores shielding the peaceful","Right under your nose !",0.75,"positive"
"3146","ncbn now again a crore for flight stay liquor and masti h a person whose grandkid make crores and a person who makes crores shielding the peaceful","Right under your nose !",0.75,"positive"
"3147","ncbn hdkumaraswamy ncbn jireally cant believe you have joined hands with the anti national and anti hindu forces unitedindiaatbrigade  very very saddened  you were my inspiration","",1.1,"positive"
"3148","bhavanbadrinath nairhena narendramodi rahulgandhi yadavakhilesh ncbn laluprasadrjd mehboobamufti pawarspeaks space was full dear","Abu Dhabi",0.5,"positive"
"3149","this is not mahathugbandhan vs narendramodi this is vs only rahulgandhi family yadavakhilesh family ncbn family laluprasadrjd family mayawati family mehboobamufti family pawarspeaks family this all chor families are against narendramodi  but dont worry we r we u","Abu Dhabi",-0.75,"negative"
"3150","ncbn hdkumaraswamy hope u get well soon","Hyderabad..",1.3,"positive"
"3151","mkstalin mamataofficial yadavakhilesh ncbn great leader of tamil nadu","Singapore",0.75,"positive"
"3152","they all have consented for mamata to be pm pawarspeaks ncbn dramsinghvi arvindkejriwal satishcmisra ","",0,"neutral"
"3153","these clowns dont know that momta is using their attendance to further her careerncbn pawarspeaks yadavakhilesh mkstalin tum ko milega ghanta malai khaegi mamata ","",0.4,"positive"
"3154","httweets ncbn mamataofficial same tune in  aptelangana what happened","Hyderabad, Andhra Pradesh",0,"neutral"
"3155","httweets ncbn allfrauds of ap wil be known in  election results","Hyderabad, Andhra Pradesh",0.25,"positive"
"3156","iexpresssouth indianexpress ncbn telangana assembly results forgotten so early","Hyderabad, Andhra Pradesh",0,"neutral"
"3157","mkstalin mamataofficial yadavakhilesh ncbn only india has to be saved from the hands of these leaders who have united for selfish needs against a corruption crusader how fascist dmk was when there was allegation of widespread incidents of land grabbing by dmk men foisting of cases against msjayalalithaa in vendetta","Chennai",-2.5,"negative"
"3158","timesnow ncbn well save ourselves from you for sure","",1.3,"positive"
"3159","ncbn arvindkejriwal thats an impressive line up","India & USA",0.75,"positive"
"3160","ashutoshb so now mamataofficial is the head of oppostionarvindkejriwal rahulgandhi yadavakhilesh laluprasadrjd ncbn digvijaya","Mumbai, India",0,"neutral"
"3161","vijai yadavakhilesh omarabdullah hdkumaraswamy ncbn mkstalin abhishekaitc your very own shatrugansinha is also there and he shouted at the top of his voice chowkidaar chor hai  whats your take on that vijay ","",0,"neutral"
"3162","ktrtrs ysjagan hes supposed to be in all sorts of scams and you have a clean image  why do you want to tarnish your reputation or in your blind hatred to ncbn are you going to go blindly with his enemies just to pull him down ","",-3,"negative"
"3163","republic ncbn but india has gone up from  to st rank in democracyie democracy has imporovedhow come democracy is in danger","",-0.35,"negative"
"3164","mkstalin mamataofficial yadavakhilesh ncbn thalapathy on fireracyie democracy has imporovedhow come democracy is in danger","Karanaiputhucheri",-0.35,"negative"
"3165","timesnow ncbn save dynasty","Kanpur, India",0.5,"positive"
"3166","ncbn hdkumaraswamy who is harassing who what are you doing at capacity of cm ncbn jirefer to latest in kuppam harassment ","Bangalore",-1,"negative"
"3167","there is no provisions of  pm in indias constitution mamataofficial rahulgandhi yadavakhilesh hdkumaraswamy ncbn yadavtejashwi mkstalin shatrugansinha arvindkejriwal mayawatietccccc mahathakbandhan mahachorbandhanmahadakubandhanmahalooterabandhan ","",0,"neutral"
"3168","mamataofficial derekobrienmp yadavtejashwi pawarspeaks shatrugansinha ncbn inspite of all of u coming together u still cldnt suppress the truth that bofors is a huge scam  incindia a direct attack on u btwevn here bjpindia has the last laugh bjpmaharashtra  in vendetta","mumbai",-1.05,"negative"
"3169","my question to you omarabdullah yadavakhilesh arvindkejriwal pawarspeaks yadavtejashwi ncbn mamataofficial mayawati who is your leader you have rejected rahulgandhi as your pm candidate so who is your pm candidate let the country know","mumbai",-0.5,"negative"
"3170","shatrugansinha just a few weeks bk u were praising rahulgandhi as a national leader and today u stand with people like yadavakhilesh yadavtejashwi mamataofficial ncbn who hv reject rahulgandhi as their leader so what exactly is ur political stand personal greed","mumbai",-0.5,"negative"
"3171","mamataofficial pawarspeaks yadavakhilesh omarabdullah yadavtejashwi arvindkejriwal ncbn understand this the more u abuse narendramodi ji  that much more we the people will love amp support him  indiawithmodi modioncemore peoplespm mahathugbandhan bjpindia","mumbai",0.25,"positive"
"3172","ncbn same to you sir","Anantapur, India",0.25,"positive"
"3173","mkstalin mamataofficial yadavakhilesh ncbn pchidambaramin or yashwantsinha or irobertvadra who is the projected finance minister of the mahagathbandhan    unitedindiarally unitedindiaatbrigade farooq abdullah mamatarally arun shourie mamatamanch chandrababu naidu kashmiripandits","New Delhi, India",0,"neutral"
"3174","ncbn naidu tho fas gaya naa idar aur naa udar he will be spokesperson of ghatbandan without any portfolio","",0,"neutral"
"3175","hddevegowda mamataofficial ncbn hdkumaraswamy yadavakhilesh pawarspeaks yadavtejashwi shatrugansinha hardikpatel the entire political families are against modiji because only reason power","kennalu",0.6,"positive"
"3176","hdkumaraswamy ncbn nammahdk its family development program not unitedindiarally devegowda and family chandrababu naidu and family lalu and family gandhi and family its totally family oriented program","kennalu",0,"neutral"
"3177","ncbn hdkumaraswamy when one thug meets another thug what happens be aware people of indiathugofhindostan","New Delhi, India",-0.5,"negative"
"3178","ncbn arvindkejriwal hope this will not cost too much to citizens of bengal in term of expenditure","India",0.25,"positive"
"3179","visakhapatnamjn uttamchakram haribabubjp sunildeodhar bjpandhra klnbjp geethakmp pvssarma ncbn pmuralidharrao madhavbjp purandeswaribjp pramodb drmajmer gmnwrailway gadiamahendra then be ready for  be an audiance  to clap on others boundries","Vishakhapatnam, India",1.05,"positive"
"3180","visakhapatnamjn uttamchakram haribabubjp sunildeodhar bjpandhra klnbjp geethakmp pvssarma ncbn pmuralidharrao madhavbjp purandeswaribjp pramodb drmajmer gmnwrailway gadiamahendra haribabubjp sir please hit some boundries in last over","Vishakhapatnam, India",1,"positive"
"3181","visakhapatnamjn uttamchakram haribabubjp sunildeodhar bjpandhra klnbjp geethakmp pvssarma ncbn pmuralidharrao madhavbjp purandeswaribjp pramodb drmajmer gmnwrailway gadiamahendra to keep series alive","Vishakhapatnam, India",0.5,"positive"
"3182","ncbn after losing  ap elections   klnbjp geethakmp pvssarma ncbn pmuralidharrao madhavbjp purandeswaribjp pramodb drmajmer gmnwrailway gadiamahendra to keep series alive","Punjagutta, Hyderabad",-0.25,"negative"
"3183","toihyderabad request ncbn to stall this demolition heritage buildings should be restored and preserved not demolished naralokesh toivijaywada andhrapradesh","Hyderabad",-0.6,"negative"
"3184","ncbn hdkumaraswamy best of luck and brightfull future","Jubail.saudi arbia",1.25,"positive"
"3185","ncbn prajarajadhani good work sir","Wisconsin, USA",1.25,"positive"
"3186","timesnow ncbn ncbn will get defeated in ap very badly like in telangana he will have no place to go he dont hav time for his state n attending this meeting maha ghatiya bhandan i remember old movie ali baba  chor","Hyderabad, India",-1.25,"negative"
"3187","naveenkumarcna ysjagan narendramodi bjpindia ncbn naralokesh free full movies mobile appget it on your mobile device by just  click on link","",0.5,"positive"
"3188","ncbn arvindkejriwal arvindkejriwal looks chubby these days good to see him without a muffler and a sweater also theres small belly cheers bro by just  click on link","Mylapore Tiruvallike, India",1.75,"positive"
"3189","knowthenation mamataofficial rahulgandhi yadavakhilesh jigneshmevani hardikpatel yashwantsinha ncbn hdkumaraswamy lolmodi should be shown selling tea thenwhat an illiterate prime minister we have and bjp is full of dumbos who have no idea about running ministries","",-0.4,"negative"
"3190","timesofindia ncbn yes he rightly said now people of india must save india and save democracy otherwise this per day  pms are breaking india into pieces jai hind  bharat mata ki jai  ate prime minister we have and bjp is full of dumbos who have no idea about running ministries","",1.7,"positive"
"3191","ncbn prajarajadhani gunturgoap xlrijamshedpur jai tdpexcellent work cm sir","Eluru, India",0.5,"positive"
"3192","ncbn we want justice for andhrapradesh","Eluru, India",1,"positive"
"3193","mirrornow ncbn actually bjp has united you guysand united you will fallmamtabaichornamoagain","Pune, India",0.5,"positive"
"3194","mirrornow ncbn no state should get a special status","Pune, India",0.8,"positive"
"3195","lol look who is talking the person  who doesnt leave even a slightest opportunity to publicize is accusing narendramodi of publicity ironyjustdiedapainfuldeath ncbn ","Akhand Bharat",-0.35,"negative"
"3196","ncbn naralokesh sir ry from i am expecte sir","Guntur, India",0.25,"positive"
"3197","mamatamanch mamatamanch in the rally mamataofficial invited arvindkejriwal yadavakhilesh ncbn and type to show his strength","Noida",0.5,"positive"
"3198","tamilthehindu drtamilisaibjp should understand the reality of indiawe common man dont want to vote for mr narendramodi againnext pmoindia will be ncbn or mamataofficial only namo drsasi rssorg suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",0,"neutral"
"3199","nidhi we common man strongly condemn this attitude of bjpindia if you are going for abroad meansyou have not developed government hospitals as par with foreign countriesits shame on narendramodi governance namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt","Madurai-Meenakhshi-AmmanTemple",-1.9,"negative"
"3200","tamilthehindu bjpindia should realise this realitywe common man dont want to vote for mr narendramodi again namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",0,"neutral"
"3201","bbctamil narendramodi where all money for bjpindia camethis itself prove bjpindia is corrupted political partyrashtrapatibhvn should arrest bsybjp  immediately for indulging in horse trading to dissolve kumarasamy government namo dr ncbn suhasinih geetamohan bdutt","Madurai-Meenakhshi-AmmanTemple",-0.8,"negative"
"3202","rahulgandhi omarabdullah we are happy that corrupted arunjaitley punished finally by godthis should be fate for all corrupted politicians in india namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",-0.6,"negative"
"3203","rashtrapatibhvn pmoindia narendramodi should answer this question to  crore indianswhere the all money for bsybjp cameif bjpindia come to power again who will got benefit from bjp  namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash ","Madurai-Meenakhshi-AmmanTemple",1.35,"positive"
"3204","thehindu narendramodi why you have not brought rafale aircrafts technology to indian halyou cant justify rafaledeal scamwe common man strongly condemn this attitude of bjpindia namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",-0.05,"negative"
"3205","dinathanthi what a fun mr myogiadityanath instead of catching criminalsyou are encouraging moustachebad government amp governance namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",1.25,"positive"
"3206","corporate companies like reliancejio should understand thatwe common man dont want to vote for mr narendramodi again namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma ","Madurai-Meenakhshi-AmmanTemple",0.5,"positive"
"3207","piyushgoyal upto  lakh income there should not be any tax lakh to  lakh salary there should be  tax onlygst should be reduced to  for all essential commoditiesthis is what we expect from narendramodi budget  namo dr rssorg ncbn suhasinih geetamohan ","Madurai-Meenakhshi-AmmanTemple",1.35,"positive"
"3208","dinathanthi this is not indian culturewe common man strongly condemn this attitude of actress  namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",-0.15,"negative"
"3209","shrutipandalai suhasinih abhayspk we common man strongly expect narendramodi government should strengthen nam india should lead nam countriesthis only will solve power equilibrium of western world on third world countries namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash","Madurai-Meenakhshi-AmmanTemple",2.45,"positive"
"3210","newstamil drtamilisaibjp bjptamilnadu where do you got money to dissolve kumarasamy governmentall are corrupted moneybsybjp is most corrupted political party leader in bjpindia  namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",-0.15,"negative"
"3211","thehinducomment thehindu we common man strongly support yadavakhilesh and bsp mayavathi onlywe dont want to vote for mr myogiadityanath againas he failed to fulfil the promise given to up namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",1.35,"positive"
"3212","reliancedigital reliancejio rntata narendramodi rashtrapatibhvn pmoindia corporate companies should read this thiruvalluvar quote namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma ","Madurai-Meenakhshi-AmmanTemple",0,"neutral"
"3213","narendramodi should realise thatwe common man dont want to vote for mr narendramodi again next pmoindia will be ncbn only or mamataofficial you bjpindia will be wiped out for betraying  crore indians  namo dr rssorg ncbn suhasinih geetamohan ","Madurai-Meenakhshi-AmmanTemple",-0.5,"negative"
"3214","tamilthehindu yes once was a philosophynow its science namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",0.8,"positive"
"3215","polimernews what a fun mr kanimozhidmk we wont believe your liesarivalayam is most corrupted amp criminal drunken political party namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",-1.5,"negative"
"3216","thchennai thehindu rsujatha this is serious issuewe common man strongly condemn this attitude of anna universityuniversity should withdraw its order immediately without any conditions  namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",-0.95,"negative"
"3217","shivsena should not support bjpindia in coming parliamentary election we common man dont want to vote for mr narendramodi again namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma ","Madurai-Meenakhshi-AmmanTemple",0.5,"positive"
"3218","thehindu we common man strongly condemn this attitude of tncpim amp cpimspeak laluprasadrjd is most corrupted political leaderby meeting himcommunist party cpimspeak also proved its also most corrupted namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt","Madurai-Meenakhshi-AmmanTemple",-1.15,"negative"
"3219","pibindia isro congratulations to all isro scientists team namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma","Madurai-Meenakhshi-AmmanTemple",0.75,"positive"
"3220","narendramodi should strongly condemn this attitude of actress anushka sharma imvkohli wifeyou should tell her smoking is injurious to healthsmoking causes cancer namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma ","Madurai-Meenakhshi-AmmanTemple",-1.4,"negative"
"3221","nidhi we expect politicians should take treatment in indiaonlybecause  doctors are not going for abroad for treatment they themselvesso politicians instead of going for abroadyou should build government hospitals as par with foreign countries namo dr rssorg ncbn","Madurai-Meenakhshi-AmmanTemple",-0.75,"negative"
"3222","narendramodi amp piyushgoyal rashtrapatibhvn pmoindiawe  crore  indians demand there should not be any tax collected for income as income taxswamy  namo dr rssorg ncbn suhasinih geetamohan sardesairajdeep bdutt smitaprakash smitasharma ","Madurai-Meenakhshi-AmmanTemple",-0.75,"negative"
"3223","rashtrapatibhvn should arrest bsybjp for trying to dissolve karnataka government namo drsasi ncbn ","Madurai-Meenakhshi-AmmanTemple",-1,"negative"
"3224","timesnow ncbn who will be the leader of mahaghatbandhan  survivor of the infighting amongst them  the maha thug","Mumbai INDIA",0.25,"positive"
"3225","ndtv ncbn only one ambition ieall leaders on that dias want to become prime minister","",0.7,"positive"
"3226","srithh itsmeu ncbn publicity paityam thappinchi reality lo zero","",0.4,"positive"
"3227","tdpx ncbn election dramas started by cheebn","",0,"neutral"
"3228","ndtv ncbn no leader is more than cbn is publicity","",0.65,"positive"
"3229","cnnnews bjpindia ncbn not true ncbn","India",0.5,"positive"
"3230","timesnow ncbn save my back  save corrupt back","India",0,"neutral"
"3231","timesnow arvindkejriwal please shut up all you corrupt amp anti indians  stop talking shit   if you really wished for better india you would have had some real good mission and vision mamataofficial arvindkejriwal shatrugansinha ncbnkash smitasharma ","Bangalore",1.65,"positive"
"3232","zainabsikander maybe ncbn and zainabsikander you both forgot he became the cm of andhrapradesh by buying mlas like animals in viceroy hotel backstabbing ntr so he thinks everyone does the same we didnt forget the history","Bharath",0,"neutral"
"3233","manjukguru httweets ncbn mamataofficial they asked for it and it was granted  now the central goverment should keep its word  if u cant implement then people of andhra will reply during the elections  just be brave enough to implement it and win the hearts of andhra pradesh","",1.25,"positive"
"3234","stage set for mamatas mega opposition rallymamatabanerjee trinamoolcongress megaoppositionrally wbgovtaitcofficial bjpindia mkstalin hdkumaraswamy ncbn ","Hyderabad",-0.5,"negative"
"3235","live mood of the nation is parivartan says shatrughanlive parivartan shatrugansinha arivalayam  mkstalin mamataofficial  unitedindiaatbrigade rjdforindia  yadavtejashwi  pawarspeaks   ncbn","Hyderabad",0,"neutral"
"3236","bjp govt failed on all fronts naiduncbn bjpindia mamataofficial constitutionalinstitutions modigovernment ","Hyderabad",-0.5,"negative"
"3237","timesnow ncbn save yourself first ncbn surely the people of ap hasnt made you the permanent cms","chandanagar ",0.25,"positive"
"3238","effect of demonitisation we can see n the unity of kolkata amp up lead ghatbandhanmamataofficial rahulgandhi ncbn yadavakhilesh hddevegowda arvindkejriwal etc ha ha  phir ekbaar modi modi modi","Bengaluru South, Karnataka",0.75,"positive"
"3239","timesofindia ncbn that is all old styles sir","Hubli, India",0.25,"positive"
"3240","newstweets ncbn how by defeating a stable and performing govt which india has got after a long time and bringing up an unstable govt run by criminals","Dubai",-1.25,"negative"
"3241","unitedindiarallyunitedindiaatbrigade we want performing prime minister not a  publicity prime minister  ncbn","Chennai, India",0.5,"positive"
"3242","unitedindiaatbrigade years ago the people gave bjpindia a clear mandate and they betrayed the nation n chandrababu naidu ncbn  battleof","Chennai, India",-0.5,"negative"
"3243","this man lost his credibility dear ncbn please dont believe this person ","arctic tundra ",1.75,"positive"
"3244","tdpgaddam ncbn look who is saying this","Chennai, India",0,"neutral"
"3245","httweets ncbn and this cm selfish one ","INDIA",-1,"negative"
"3246","ncbn nice","Atchampet",0.5,"positive"
"3247","ndtv ncbn he bought  opposition mlas of ysrcongofficial party and still saying save democracy joke of decade","Anantapur, India",1,"positive"
"3248","ncbn great job sir","Dilsukh Nagar Hyderabad",0.75,"positive"
"3249","timesnow ncbn save chair save famy dynasties","DHANBAD",0.5,"positive"
"3250","ncbn good working cbnand farder futures cbn hord working","",1,"positive"
"3251","ncbn prajarajadhani gunturgoap xlrijamshedpur good sir ","",1,"positive"
"3252","timesnow ncbn he should be saying modi hatao to save our ass ","",0,"neutral"
"3253","jaitdp ncbn exlent stachu of apjohar ntr","Machaya Palem",0,"neutral"
"3254","ncbn jai united rally","Machaya Palem",0.5,"positive"
"3255","ncbn we citizens amp voters are now ready to face protest mahathbandhan like  you sir","",1.05,"positive"
"3256","ncbn we do not expect from the politicians like u","",0.9,"positive"
"3257","ncbn you downgrade your image with maya mamta mulayam amp lalu","",-0.8,"negative"
"3258","ncbn times come to fight against mahagathbandhan amp thagbandhando you have any road maps for employment in india","",-0.5,"negative"
"3259","mamataofficial dynamic leaders on one stage powers full event  definitely we are going defeat liar man ncbn mediajds yadavakhilesh ","",-1.3,"negative"
"3260","ravib vezellapraveen gnanodayam where is the alibi shame less ncbn was trying all crooked things and he proved to be the ironlegcbn and helped kcr win i am sure u turn uncle will have to pack his bags this time","Chicago, IL",0.05,"positive"
"3261","dvnr sonuson ncbn ncbn is now the most corrupt in india he and his son andhrapappu naralokesh have amassed wealth by eating away public wealth and call them selves leaders shame on them","Chicago, IL",-0.75,"negative"
"3262","santhujohnny mzqbsbomffnvogl naralokesh allumanibph get your news right bro ncbn is cleaning ktrs ass ve amassed wealth by eating away public wealth and call them selves leaders shame on them","Chicago, IL",0.65,"positive"
"3263","kakarlavinay shakar ncbn gunturgoap how about all other telugu freedom fighters why only ntr because of elections and propaganda but using state and public funds","Chicago, IL",0,"neutral"
"3264","vezellapraveen manikya ncbn jaitdp naralokesh mutual feeling bro","Chicago, IL",0.85,"positive"
"3265","gandlurusreeni ncbn why is it because all the crooks of india are coming together","Chicago, IL",-1,"negative"
"3266","ncbn       unitedindiarallytranslation in the coming elections it will be a death blow to the corrupt congregation unitedindiarally","Chicago, IL",-1.4,"negative"
"3267","vezellapraveen shivadmo ncbn naralokesh ncbn ki tappa inka evadikana veyyochu the fate of ap is in such dire state you will have to choose the lesser of the evils and jaitdp is the worst thing on this scale","Chicago, IL",-3,"negative"
"3268","gopichandvadlam prabas sanjana ncbn hanuntr jaitdp andhrapradeshcm singapoor it will remain poor all money going into ncbn and pappu naralokesh pockets those who are still beleiving in jaitdp are the real fools o implement it and win the hearts of andhra pradesh","Chicago, IL",0.35,"positive"
"3269","vezellapraveen shivadmo ncbn naralokesh jaitdp i disagree strongly","Chicago, IL",0.1,"positive"
"3270","vezellapraveen manikya ncbn jaitdp naralokesh vote for him again and this time he will make sure the fate of ap will be joke ironlegcbn","Chicago, IL",0.35,"positive"
"3271","xlrijamshedpur ncbn andhrapradeshcm foundation stone babu ncbn ironlegcbn make it happen and not just propaganda","Chicago, IL",-0.35,"negative"
"3272","ramuthondepu how can you be a cm by pocketing the money of the state ncbn people of ap","Chicago, IL",0.6,"positive"
"3273","maheshgunuru ncbn what you said is  true bro but ncbn naralokesh jaitdp are looting the state looks like they want to be no  in corruption and are working very had to fill their pockets and prove that","Chicago, IL",1.1,"positive"
"3274","ncbn gunturgoap dont we have other great leaders from ap like tanguturi prakasam alluri sitarama raju pingali venkayya and many many more think people this is just using our money to do party propaganda ncbn stop wasting peoples money and do something good for the state","Chicago, IL",0.2,"positive"
"3275","djgundala akulasatish wgodavarigoap ncbn check out the progress on ganga this project is being overseen by gadkari himself","Chicago, IL",0.75,"positive"
"3276","shantaram chrteja andhrapradeshcm ncbn is the biggest looter he is killing the fate of ap","Chicago, IL",-1,"negative"
"3277","kuberu ncbn same here dost he made sure kcr won the election ironlegcbn ncbn","Chicago, IL",0.5,"positive"
"3278","sbudhireddi ncbn you can see all the crooks of india in one place egcbn ncbn","Chicago, IL",-1,"negative"
"3279","mallika rkr ncbn adi ncbn inka jaitdp kada we are not part of those low lives","Chicago, IL",0,"neutral"
"3280","sardesairajdeep arvindkejriwal on one sideone name for pm modion the other siderahulgandhi mamataofficial yadavakhilesh  mayawatihddevegowda pawarspeaks ncbnasadowaisi  dinchak pooja ramu kakachoose your leader carefully for a better india","",1.3,"positive"
"3281","cnnnews bjpindia ncbn kick bjpsave india","<U+0939><U+092F><U+093E><U+0924><U+0928><U+0917><U+0930>, <U+092D><U+093E><U+0930><U+0924>",-0.25,"negative"
"3282","mayurstudios ncbn arvindkejriwal narendramodi appreciable if u stick to only movies","India",0.8,"positive"
"3283","collectorguntur  dear sir during my recent visit to my village garnepudi sattenapalli mandal interacted with old age poor people and whoever belongs to reddy community they are not getting pensions i m a great admirer of ncbn  can you pls check and get it fixed naralokesh","Hyderabad ",2.25,"positive"
"3284","kailashonline arvindkejriwal yadavakhilesh pawarspeaks yadavtejashwi omarabdullah ajitsinghrld mkstalin hddevegowda hdkumaraswamy ncbn do you know why rahulgandhi didnt attend unitedindiaatbrigade because he must not be shown as a leader under mamata mamata today projecting her as pm candidate in up mayawati projecting her as pm candidate see today she hasnt arrived this is a pure power game","",1.5,"positive"
"3285","timesnow ncbn all chors in one place easy to identify","",0.8,"positive"
"3286","httweets ncbn mamataofficial will u give up asking for special status and be united","",1.3,"positive"
"3287","ncbn unity is possible for u onlyunitedindiarally","",0.5,"positive"
"3288","visakhapatnamjn uttamchakram haribabubjp sunildeodhar bjpandhra klnbjp geethakmp pvssarma ncbn pmuralidharrao madhavbjp purandeswaribjp pramodb drmajmer gmnwrailway gadiamahendra kishanchatla vizagities eswarkanchu nazeer urscsp raghupatruninar ravitejak pitambarmajhi itsupendraatchi alokknit gunjshyam hashvizag vizagrailwayzo samuelk behnmani vizagsmartcity chvijay petervijay karthikjillella uday seriously just politics nothing left by this govt no public demand but political demand","Titlagarh, India",-0.5,"negative"
"3289","cnnnews bjpindia ncbn u were given so many years by telugu people but what u hv back stabbed them cnn gary your desperation is known  u r loosing ","somewhere in india ",-1,"negative"
"3290","ndtv ncbn its becoming boring to hear this repeated thing of save constitution  save democracy every pm aspirants on stage corrupt coalition","",-0.5,"negative"
"3291","ani whats the credibility of these most represents dynastic politics amp currupt the single agenda on which these people coming together doesnt inspire any logical indian to vote them mamataofficial  yadavakhilesh  yadavtejashwi  mkstalin hdkumaraswamy ncbn arvindkejriwal","",2.5,"positive"
"3292","cnnnews bjpindia ncbn bjp has demolished institutions loke cbi ed rbi and election commission too bjp  ko hathao bharat ko bachao democracy ko bachao","Reading, England",0.4,"positive"
"3293","akhil ncbn prajarajadhani gunturgoap xlrijamshedpur if they really wan to invest not only   one place across the state every one are coming forward to share the same i pity on you by not understanding this simple logic","",1.6,"positive"
"3294","ncbn prajarajadhani gunturgoap xlrijamshedpur xlri amrutha vit srm  etc etc all are prajarajadhani  is this the centralized state development   i dont  think you are not dumb not  to understand why they are setting up their investments only  prajarajadhani  what kind of development  tell me ncbn  sir","",0,"neutral"
"3295","whats up guys      janasenaparty  jaitdp  ncbn  pawankalyan","",0,"neutral"
"3296","tdpx ncbn jaitdp what is your share on that mr narayana ","",0.5,"positive"
"3297","akhil ncbn prajarajadhani gunturgoap xlrijamshedpur why cnat that happen to be setup other places buddy iam not illiterate  dumb to not to understand the basic things","",-0.25,"negative"
"3298","akhil ncbn prajarajadhani gunturgoap xlrijamshedpur thank you for your efforts","",0.5,"positive"
"3299","sivakum janasenaparty jaitdp ncbn pawankalyan who knows in this politics   anything happen any time","",0,"neutral"
