"","tweets","location","Score","Sentiment"
"2244","rajeevcool pawankalyan day  gurinche ga","Sri Lanka",0,"neutral"
"2245","agnyaathavaasikatamrayudusardar gabbar singhgopala gopala guest rolead was not everyones fav cmgr is okay gabbar singh was the last celebrated film of pawankalyan and its been  years nowe has effect  but it turns sentimental with his involvement","Sri Lanka",1.4,"positive"
"2246","missing pawankalyan public speeches cant wait for him to take a toll on recent tdp ysrcp comments","Sri Lanka",-1.35,"negative"
"2247","and the only best part was except gg all other films smashed day  records of their timeif am nt wrong undisputed king of openings pawankalyan   and its been  years nowe has effect  but it turns sentimental with his involvement","Sri Lanka",0.0500000000000001,"positive"
"2248","janasenasupport pawankalyan pk peoples knight ilms smashed day  records of their timeif am nt wrong undisputed king of openings pawankalyan   and its been  years nowe has effect  but it turns sentimental with his involvement","",0.15,"positive"
"2249","mskajalaggarwal pawankalyan so loveli","",0,"neutral"
"2250","tenali people grand welcome to pawankalyan sankrantiwithsenani ","Farm House",1,"positive"
"2251","when pawankalyan heard paritala ravi anna name ","Farm House",0,"neutral"
"2252","ap voter survey before jsp  ka paul alliancejsp   seats prajashanti party   seatsafter jsp ka paul alliancepk  ka paul   seats clean sweeptdp  seat ncbnysrcp   seat ysjagancm  pawankalyandeputy cm kapaulofficialspeakernadendlamanohar","Farm House",1.35,"positive"
"2253","janasena chief sri pawankalyan meeting with guntur district coordinatorsfull album   ","Andhra Pradesh, India",0,"neutral"
"2254","millions dollars smile pawankalyan garu  munna  album   ","Andhra Pradesh, India",0.75,"positive"
"2255","watch jago re jago launch by janasena chief pawankalyan live jagorejagosankrantiwithsenani","Andhra Pradesh, India",-0.1,"negative"
"2256","some pictures dont need any caption  pic speaks a lot one man  one revolution janasenani pawankalyanmunna ","Andhra Pradesh, India",0,"neutral"
"2257","my inspiration pawankalyan garu ","Andhra Pradesh, India",1,"positive"
"2258","youth icon  peoples manpawankalyan  revolution janasenani pawankalyanmunna ","Andhra Pradesh, India",0.4,"positive"
"2259","janasenani pawankalyan garu unseen snap munna  janasenani pawankalyanmunna ","Andhra Pradesh, India",0,"neutral"
"2261","samosasoftware pawankalyan drsandeepjsp goosebumhappypongasankrantiwithsenani ","India",0,"neutral"
"2262","kiranjayasa pawankalyan drsandeepjsp teluguchegu jspshatagniteam telakapalliravi actornagababu tvtelugu good editing skills bro i appreciate your effortskeep it up just grow up bro","<U+0C28><U+0C3E> <U+0C26><U+0C47><U+0C36><U+0C02>...<U+0C28><U+0C3E> <U+0C2A><U+0C4D><U+0C30><U+0C1C><U+0C32><U+0C41>",2.05,"positive"
"2263","ram cheddy missing pawankalyan going to bihar nepal border for finding golden heart cheddypiyushgoyal please buy train ticket for our usthaad no money to pay salaries for staff getcheddyfied vvrfakecollections vvrrod ","Krishnalanka Via Palakollu",1.35,"positive"
"2264","kapaulofficial sancorps rahulgandhi pawankalyan ktrtrs naralokesh ysjagan indianredcross ndtv show me jesus in real  i will pay you crore  lekunte just  lakhs ivvu enough kapaulofficial","Krishnalanka Via Palakollu",-0.1,"negative"
"2265","pawankalyan samanthaprabhu yearchallenge my fav virendersehwag   show me jesus in real  i will pay you crore  lekunte just  lakhs ivvu enough kapaulofficial","India",-0.1,"negative"
"2266","yearchallenge my favs pawankalyan  n samanthaprabhu  show me jesus in real  i will pay you crore  lekunte just  lakhs ivvu enough kapaulofficial","India",-0.1,"negative"
"2267","arunpkdevote rahuljanasena pawankalyan nice  samanthaprabhu  show me jesus in real  i will pay you crore  lekunte just  lakhs ivvu enough kapaulofficial","India",0.4,"positive"
"2268","i dont know who edited thisbut this one pawankalyan   show me jesus in real  i will pay you crore  lekunte just  lakhs ivvu enough kapaulofficial","India",-0.35,"negative"
"2272","pawankalyan announce  mla names they will do their work in ground","",0.25,"positive"
"2273","pawankalyan people are believing that you are a pet dog of tdpyou should be aware on thatif you are not you will loss everything like prp","",0.55,"positive"
"2275","pawankalyan dear pspkplz dont join hands with tdpplz go alonewe can definitely get good number of seatsore damage to janasena party spoke persons are not active in mediamedia is exposing as completion between tdp and ysrcp","Visakhapatnam",1.4,"positive"
"2276","pawankalyan  stood for aps selfrespect he is the st leader  who is positive for telangana  but objected to the method amp manner  its done journalistsai ","India",2,"positive"
"2278","eastcoastindia jagan vying for modi katakshamget outof his casesnow meeting amp talking to ktr is part of the same drama tried to their level best to get pawan in to their foldbt failedonly pawankalyan  who springed into active politics is the one amp only trueleader fighting  ap s rights","India",0.1,"positive"
"2279","pawankalyan s clarification  on how jaitdp s usethrowamptrash formula works","India",0.65,"positive"
"2280","pawankalyan  janasenaparty public meet thenaali","India",0,"neutral"
"2281","this is pawankalyan on a detailed amp well studied vision for small amp middle scale farmers ","India",1.3,"positive"
"2283","rajeshkaipa this is how pawankalyan  stays true to his cause  which is our dream for ppl of andhrapradesh  he left behind a comfy life amp sprang into active politics so  jai kottu aandhroda jai janasenaparty jai  pawankalyas is the one amp only trueleader fighting  ap s rights","India",0.95,"positive"
"2284","jagan  rich with moneymanpower  is scared  frustrated to get out of his cases is now  a puppet in the hands of modiji he cannot do justice to the ppl of ap twice been cheatedwhich includesfight for aps rights only pawankalyan can deliver   ap s rights","India",0.25,"positive"
"2285","gabbarsinghteamjanasenaparty on campaign  jai pawankalyan  a puppet in the hands of modiji he cannot do justice to the ppl of ap twice been cheatedwhich includesfight for aps rights only pawankalyan can deliver   ap s rights","India",1,"positive"
"2286","janasenaani our pawankalyan on youth amp women  ","India",0.4,"positive"
"2288","kcr  ktr ki suddengaa  ap meeda  eee prema emitiasalu katha idi now ap shud realize pawankalyan is the only true leader  fighting for justice of ap  backstabbed  bjpcong  protecting the rights of ap is the primary agenda of janasenaparty    corrupt tdp or  a puppet jagan ","India",1.85,"positive"
"2289","pawankalyan  hi pawan kalyan ji               just find hidden talent from the ncc cadets all over places you visit which will make huge difference in your approach","Warasiguda, Hyderabad",0.65,"positive"
"2290","hyper adhi  tarak amp pawankalyan  asvr openingtarak amp ramcharan rrrtarak amp urstrulymahesh bharathanenenutarak amp akhilakkineni amp chayakkineni mrmajnuprereleasecommon emotion tarak     corrupt tdp or  a puppet jagan ","",-0.5,"negative"
"2291","pawankalyan jaitdp ysrcparty bjpandhra kathimahesh i am really wondering double standards of the leaders in ap in harikrishna funeralcbn discussed with  trs people they rejected  now trs discussing with ysjagan  what is problem for yellow mediatdp and other leaders","",-1.75,"negative"
"2292","ysrcparty jaitdp pawankalyan kathimahesh bjpandhra vsreddymp jagan case government bad moves        via youtube pls watch this video how cbn as a cm working and how they are controlling police","",-1.25,"negative"
"2293","jaitdp ysrcparty pawankalyan bjpindia incindia kathimahesh tvtelugu tvtelugu cbn drama in kolkota bjp is buying mlas in karnataka what he did in ap he bought  ysrcp mlas iam really pity on national leaders for trusting cbn and tdp","",0.25,"positive"
"2294","jaitdp pawankalyan ysrcparty incindia bjpandhra cnnnews indiatoday we know about yellow media in ap  they will  change cow as donkey and  dog as fox worst media houses in ap ","",-0.75,"negative"
"2295","avgkvarma pawankalyan childrens  leader  we know about yellow media in ap  they will  change cow as donkey and  dog as fox worst media houses in ap ","India",-0.5,"negative"
"2296","why you drive luxery cars why you are extravagantly rich  and living in palaces could afford fly by planes luxery trains have you looke at those poor who could not have a piece bread pawankalyan janasenanation pawankalyancm jspsirishareddy jspvizianagaram ","India",0.9,"positive"
"2298","pawankalyan at kubmhmela ","India",0,"neutral"
"2299","pawankalyan all the best annayya","Khammam",0.5,"positive"
"2300","thyview tarak pawankalyan urstrulymahesh common thing enti ante  movies lo heroin bhoomika","Hyderabad, India",-0.5,"negative"
"2301","pawankalyan jspshatagniteam if our jsp will alliance with any of these yellow bjp amp ysr parties in ap definitely that will be the self death sentence and never ever common man trust us each and every sainic waiting for clear and strong statement form our senani","California, USA",0.75,"positive"
"2302","pawankalyan jspshatagniteam ge from ground level most of common man are little confused and dilemma about our jsp as there is no strong condemn about yellow party alliance speculations not sure the real ground level pulse is whether reaching to pk sir or not due to coteries","California, USA",-0.35,"negative"
"2303","pawankalyan jspshatagniteam ge to all am little confused as yellow media trying to cook the stories about alliance or we are giving a chance to write those kind of stories with our whole hearted comments instead of politics and politicians way of speeches","California, USA",1.1,"positive"
"2304","pawankalyan jspshatagniteam happy shankranthi to you and your families to all sainics each and every sainic strongly believes our jsp will fight against both the tdp amp ysrcp and definitely we are going to win majority of seats if we will put little extra hard work jai hind","California, USA",2,"positive"
"2305","pawankalyan jspshatagniteam  we have around another  days left for polling  segments amp  districts to cover along with to identify booth level sainics and still yellow media and bosses are playing games but there is no strong replay from jsp to condemn alliance","California, USA",0.15,"positive"
"2306","hyper adhi  tarak amp pawankalyan  asvr openingtarak amp ramcharan rrrtarak amp urstrulymahesh bharathanenenutarak amp akhilakkineni amp chayakkineni mrmajnuprereleasecommon emotion tarak p to condemn alliance","Naidupet / Nellore, India",-0.75,"negative"
"2307","pawankalyan hello sir i want to meet youthis is very important thing","vootapalli",1,"positive"
"2308","pawankalyan pawankalyan hello sir i want to talk with you sirwhat we can do but we are not done anything till nowif we can start a work we can give a pickup to ourselvesi think you are giving a chance to me sir ","vootapalli",1.4,"positive"
"2309","pawankalyan hello sir very important thing i want to meet you sir","vootapalli",1,"positive"
"2310","pawankalyan i want to talk with you sir this is very important thing for ourselves","vootapalli",1.4,"positive"
"2311","pawankalyan tillnow you are replied to my tweetif there is possible or not","vootapalli",0,"neutral"
"2312","pawankalyan hello sir i want to meet you and discuss about something that is very very important thing if u r not giving the chance for meeting please call me on whats the matter i will discuss u sir if","vootapalli",2.5,"positive"
"2313","pawankalyan hello sir i want to talk with you sirwhat we can do buy we are not done anything till nowif we can start a work we can give a pickup to ourselvesi think you are giving a chance to me sir ","vootapalli",1.4,"positive"
"2314","thyview tarak pawankalyan urstrulymahesh okkadu oka range lo unde at that time ssmb","Hyderabad, Andhra Pradesh",0,"neutral"
"2315","thank you for being honest about admitting your package from tdp pawankalyan garupackagestarpawala","",1.25,"positive"
"2316","thyview tarak pawankalyan urstrulymahesh superstar","Hyderabad",0.8,"positive"
"2317","urstrulyjak urstrulymahesh pawankalyan tarak  movies with crs losses also had only for mahesh babu","Bellary, India",-0.8,"negative"
"2318","teluguchegu but mana pawankalyan again tying up with this shit ncbn osses also had only for mahesh babu","Hyderabad",-0.75,"negative"
"2319","hey  pawankalyan idi vijayam ante   ncbn osses also had only for mahesh babu","Hyderabad",0,"neutral"
"2321","pawankalyan  to every party abbreviation of cm is chief ministerbut when janasena comes to power abbreviation changes cm  common man","",0,"neutral"
"2322","totally in love with this edit  love you pawankalyanna comes to power abbreviation changes cm  common man","Bezawada",0.75,"positive"
"2324","mahesh pkheartbeat anamikajs pawankalyan  cr people ahspartyonline incindia i am talking about central govt scams","",-0.5,"negative"
"2328","pasagadaprashad panditimalhotra what we can expect more then this panditimalhotra annaya garu    pawankalyted in ap politics","Vishakhapatnam, India",0.4,"positive"
"2329","nagarjuna taruns pawankalyan exactlyt more then this panditimalhotra annaya garu    pawankalyted in ap politics","Vishakhapatnam, India",0,"neutral"
"2330","iamvaruntej happy wala birthday bro start recreating your self hope this time theres no weird celebration  like last time when your babai pawankalyan caught yoillodni adgina cheptadu","Hyderabad",3.05,"positive"
"2331","and finally oopukuna leader pawankalyan ","<U+0935><U+093F><U+091C><U+092F><U+0935><U+093E><U+0921><U+093C><U+093E>, <U+092D><U+093E><U+0930><U+0924>",0.65,"positive"
"2333","pawankalyan please vote for this poll ","",1,"positive"
"2334","satya subramanyamn xlrijamshedpur ncbn andhrapradeshcm dont overestimate seeing donga yellow publicity itself ncbn over just because of narendramodiin hawa pawankalyan craze  donga hamis runa mafi now never before looting india top most cm in corruption he will be investigated this time","",-0.6,"negative"
"2335","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia pawankalyan narendramodiin ktrtrs ysjagan  tears accidental cm bad luck ap","",-1.8,"negative"
"2336","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia wait wait patience more patience required  itself ncbn over butnarendramodiin pawankalyan grace now no chance just seeing yellow publicity dont think people are foolsinvestigated prosecuted will go to jail narendramodiin ktrtrs kcr ysjagan wont leave himits over","",-0.95,"negative"
"2337","rameshs ncbn without aligning with another party with  vote share is it possible to win ncbn is over in  but with narendramodiin wave pawankalyan support  donga hamis ritu runa mafi anfeakra  and left over congress and coverts like subbam hari won just  lakhs extra votes","",2.9,"positive"
"2338","fakecasesucks kunkasurendra nrvprasadrao ncbn pchidambaramin bjpindia pawankalyan narendramodiin ktrtrs ysjagan wait wait patience more patience required  itself ncbn over butnarendramodiin pawankalyan grace now no chance just seeing yellow publicity dont think people are foolsinvestigated prosecuted will go to jail narendramodiin ktrtrs kcr ysjagan wont leave himits over","",-0.95,"negative"
"2339","pawankalyan please vote ","",1,"positive"
"2340","katamarayudu katamarayudu in gemini now pawankalyan pawankalyan","hyderabad",0,"neutral"
"2341","bezawadatej ursdarshansu pawankalyan aa high isthe win ayyinatte dude","",0.5,"positive"
"2343","sidmanchikanti avgkvarma pawankalyan congrats annadlamanohar bolisettisatya drsandeepjsp drsrinubabu shantisingaluri sridharaddepal janasenaparty jspveeramahila jspaksharamala janasenabsu pasagadaprashad prakasharige ibhagathsingh srinanapatekar ashokdammu harivishalmudra naveenk avgkvarma psrchakri jspchandan gnanavarsha editorcvk alwaysnaveen kapilvarala vfxvali kvsvfx janasenapalnadu gyansena karrthikh akhilshatagni pavanrajsus manikalyan anudeeppspk pawankalyanfan jspsupport trendpspk jssoldiers politicalsena bhemamani chandra besrisri namasteybharat naren tvofficial may be we can expect more interviews in futurethis maybe just beginning your idea of inviting citizens from sm to ask questions is good one broshud consider this","",2.65,"positive"
"2344","amunconscious pawankalyan when  srujantoxic write something abt kalyanhe will make sure it touches the heart f every pk fani still remember the first time when i read his thread n pknd i was emotional after readingasharige ibhagathsingh srinanapatekar ashokdammu harivishalmudra naveenk avgkvarma psrchakri jspchandan gnanavarsha editorcvk alwaysnaveen kapilvarala vfxvali kvsvfx janasenapalnadu gyansena karrthikh akhilshatagni pavanrajsus manikalyan anudeeppspk pawankalyanfan jspsupport trendpspk jssoldiers politicalsena bhemamani chandra besrisri namasteybharat naren tvofficial may be we can expect more interviews in futurethis maybe just beginning your idea of inviting citizens from sm to ask questions is good one broshud consider this","",1.65,"positive"
"2345","chilllbruh amunconscious pawankalyan srujantoxic the best thread ul read todaynd ul cherish this for a long timei promise","",2,"positive"
"2349","ysjagan amp ktrtrs  publicly announced dat dey wil work for ap special statusbut ncbn met lot of parties amp formed united frony but none of dem promised abt ap special status til nowhw shud v trust you guys cn u include in cmp naralokesh  apneedsspecialstatus pawankalyan","",3.15,"positive"
"2350","happensinindia ncbn naralokesh ysjagan pawankalyan yschowdary dats what happen when you take overdose of weeds med united frony but none of dem promised abt ap special status til nowhw shud v trust you guys cn u include in cmp naralokesh  apneedsspecialstatus pawankalyan","Pune, India",2.15,"positive"
"2351","so guys i have achieved something great today i have watched powerstar pawankalyan annas gabbarsingh th time and our kgf star thenameisyash annas googly th time  tomorrow gonna complete tarak annas baadshah rd timalokesh  apneedsspecialstatus pawankalyan","Mumbai, Maharashtra India",1.1,"positive"
"2352","ncbn ji for your immediate attention today while speaking at unitedindiarally rafale was called as jets jet airways and you called reliance a startup companycc naralokesh ysjagan pawankalyan yschowdary unitedindiaatbrigade mamatarally","",0.35,"positive"
"2353","ncbn ji for your immediate attentioncc naralokesh ysjagan vsreddymp pawankal and you called reliance a startup companycc naralokesh ysjagan pawankalyan yschowdary unitedindiaatbrigade mamatarally","",0.1,"positive"
"2354","ncbn for your immediate attentioncc naralokesh ysjagan vsreddymp pawankalnkal and you called reliance a startup companycc naralokesh ysjagan pawankalyan yschowdary unitedindiaatbrigade mamatarally","",0.1,"positive"
"2356","samosasoftware just fantastic thanks for the edit bro  pawankalyan  pawankalyan janasenaparty Tce a startup companycc naralokesh ysjagan pawankalyan yschowdary unitedindiaatbrigade mamatarally","",1.35,"positive"
"2358","ammantr ihmcofficial pawankalyan politicalsena janasenaparty vincym ayithe most welcome raany time iam here nkalyan janasenaparty Tce a startup companycc naralokesh ysjagan pawankalyan yschowdary unitedindiaatbrigade mamatarally","Kamareddy, India",0.5,"positive"
"2360"," nunchi as it is pawankalyan ye hbdmegaprincevaruntej ","india, hyderabad eluru",0,"neutral"
"2361","hakunamatata ncbn ysjagan pawankalyan nee name undha anna","",0,"neutral"
"2362","hakunamatata ncbn ysjagan pawankalyan ni prediction kosam waiting bro","",0,"neutral"
"2363","pawankalyan synonym of torch bearer ","",0,"neutral"
"2374","chirufollower sir  you must show this video to pawankalyan amp nadendlamanohar garuand they should take this kcr  amp ktrtrs double standards on scs   indeed fooling people of apdrsandeepjsp bolisettisatya sridharaddepal psrchakri bhavaniaunty avgkvarma editorcvk","",0.25,"positive"
"2378","nadendlamanohar pawankalyan drsandeepjspchirufollowermust read this thread to know our concern","",-0.6,"negative"
"2381","nadendlamanohar pawankalyan please take this point deep into the public minds the ysrcparty  trspartyonlinealliance is as unholy as incindia  jaitdp alliance","",0.5,"positive"
"2386","nadendlamanohar pawankalyan pawankalyan should expose trspartyonline games with ap in public","",-0.4,"negative"
"2387","goosebumps edit   pawankalyan pettasong  with ap in public","Hyderabad, India",0,"neutral"
"2388","pawankalyan i have written two mails earlier and visited party office twice pls consider this as my application for b form for  elections and wish to hear from you soon thank u sirsasikumar reddy gollapalli srikalahasti phnosasikumargollapalligmailcom","Tirupati",1.3,"positive"
"2389","pawankalyan i have the enthusiasm and determination to ensure that i make a success  through building strong booth level committees andmighty team of genuine party workers i have full potential and plan of action to defeaty my relatives bojjala tdp and b madhu ysrp","Tirupati",4.85,"positive"
"2390","pawankalyan i am sasikumar reddy gollapalli from a decent family my father served  years for indian national congress party  having good academic qualification and work experience in finance and auditing fields good in telugu hindi english my contact no ","Tirupati",2.3,"positive"
"2391","pawankalyan  i am sasikumar reddy gollapalli from srikalahasti assembly segment i am interested in contesting in coming elections april  either for state assembly constituency from srikalahasti or loksabha constituency from rajampet","Tirupati",0.75,"positive"
"2393","goosebumps edit    pawankalyan pettasong ","BhrAmaravathi ",0,"neutral"
"2394","dearsubbu manvidad pawankalyan ysjagan trspartyonline ktrtrs with mindset of cbn or tdpfingers crossedthey have habbit of double stsndardsthey r claiming today with congresswat cbn may think in next  monthswho knowsmay be with bjpdifficult to trust cbntdppavan kalyanpackage is impt for this grp","@Hyderabad",0.5,"positive"
"2395","manvidad pawankalyan ysjagan trspartyonline ktrtrs heard that a deal js made with tdpwho knows again js plus tdp plus bjp join back to fool ap ppl againtrs n ysrcp suppoting each other to fight at central n not in ap politicsnot like the dirtiest plotician cbn did in ts poll recently","@Hyderabad",-1.05,"negative"
"2396","anusuyakhasba iamvaruntej happy birthdy broh iamvaruntej  pawankalyan  iamniharikak  tdp plus bjp join back to fool ap ppl againtrs n ysrcp suppoting each other to fight at central n not in ap politicsnot like the dirtiest plotician cbn did in ts poll recently","Karimnagar, India",-0.55,"negative"
"2397","happy birthday varun garu iamvaruntej pawankalyan ","Andhra Pradesh, India",1.55,"positive"
"2398","you may be fan of anything but u can never hate this this entree has a separate fan base ustadh pawankalyan   fool ap ppl againtrs n ysrcp suppoting each other to fight at central n not in ap politicsnot like the dirtiest plotician cbn did in ts poll recently","some where on earth",-2.3,"negative"
"2399","shantisingaluri is pawankalyan  written a letter to trump can you share the copy here please i am wondering for your ability","",1.9,"positive"
"2401","sakshinews urstrulymahesh pawankalyan hydcitypolice this is really same being responsible heroes","",1.05,"positive"
"2403","maranam masssu maranam leader pawankalyan versionperfect sink full video link gt  rajinifans rajinitrends trendpspk pasagadapRight at central n not in ap politicsnot like the dirtiest plotician cbn did in ts poll recently","Westgodavari , AndraPradesh",-0.3,"negative"
"2404","kapaulofficial rahulgandhi pawankalyan ktrtrs naralokesh ysjagan indianredcross ndtv dr paul forget abt telangana boss kcr will take care of itand ap by jagan gaarucome back to usa will build wall fund for wall and lets help trump and compete presidential election in usaindian politics doesnt suits uu shld be president of usa","California, USA",0.9,"positive"
"2405","ursvenkey rakulpreet lolpawankalyan who married thrive breaking every other women is speaking about thisirony","",0.4,"positive"
"2407","rtanjasandeep killbillp vrsreddy pramachandrared cvsagar pawankalyan  abo  t higher than ustad pawankalyan","",0,"neutral"
"2408","vm hellomegafans labour fans of pawankalyan","",0.6,"positive"
"2410","rtanjasandeep killbillp vrsreddy pramachandrared cvsagar pawankalyan great andhrawhere you mega fans show your most records","",1.1,"positive"
"2411","rtanjasandeep killbillp vrsreddy pramachandrared cvsagar pawankalyan thats what people feel when they see your senseless tweets","",-0.5,"negative"
"2412","rtanjasandeep killbillp vrsreddy pramachandrared cvsagar pawankalyan sarigga kattu ra pawankalyan next timene fans oh feel aithunaru","",0.6,"positive"
"2413","tejapspkfan pawankalyan the true hero dedicated his life for people service is his moto want to do some thing to stateampcountry for ever that is mr pawan kalyansorry i dont have vote in india but my heart is for indiaampjana jana jana jana janasena of the people by the people for the peopleu shld be president of usa","",1.75,"positive"
"2414","ursnani janasenaparty pawankalyan yes no one can criticise ntr or tdp or babu but babu can back stab ntr or any one  its acceptable that is mr pawan kalyansorry i dont have vote in india but my heart is for indiaampjana jana jana jana janasena of the people by the people for the peopleu shld be president of usa","",0.3,"positive"
"2415","hbdvaruntej wishyou manymany more happy returns of thedayiamvaruntej bativenkatesh ranadaggubati upasanakonidela kalyanleader pawankalyan telugufilmnagar alluarjun starmaa kaushalmanda chayakkineni samanthaprabhu tarak saipallavi byleaderchinna  shld be president of usa","Sircilla, India",0.75,"positive"
"2416","maranam masssu maranam ft pawankalyan perfect sink full video link gt   pawankalyan telugufilmnagar alluarjun starmaa kaushalmanda chayakkineni samanthaprabhu tarak saipallavi byleaderchinna  shld be president of usa","<U+0C24><U+0C3F><U+0C30><U+0C41><U+0C2A><U+0C24><U+0C3F> ",0.5,"positive"
"2417","manvidad pawankalyan package star pawala","",0.6,"positive"
"2419","dont miss this interview guys pawankalyan garu he is supremely confident about elections and social revolution gonna happens soonjspfornewagepolitics voteforglass universities without janasenapartyjspfornewagepolitics voteforglass ","",1.55,"positive"
"2421","maranam masssu maranam ft pawankalyan perfect sink full video link gt  jspfornewagepolitics voteforglass universities without janasenapartyjspfornewagepolitics voteforglass ","In the way of PSPK",0.5,"positive"
"2422","honestopinion janasainyk harishcoolll joshuajoe ihmcofficial pawankalyan politicalsena janasenaparty vincym pasagadaprashad key word indaaka meeru annatlu gaa beginning lo referring to what the anchor said earlier regarding tdp not condemning ycps allegations pilla jaffa try hardereu shld be president of usa","Andhra Pradesh, India",-0.8,"negative"
"2423","janasainyk honestopinion harishcoolll joshuajoe ihmcofficial pawankalyan politicalsena janasenaparty vincym pasagadaprashad correct brondaaka meeru annatlu gaa beginning lo referring to what the anchor said earlier regarding tdp not condemning ycps allegations pilla jaffa try hardereu shld be president of usa","Andhra Pradesh, India",-0.2,"negative"
"2425","sudheerpspk pawankalyan pspkholic chandupspkfan harshavardhanpk tejapspkfan rsairam pwrpawankalyan chakri twoodtrolls kapilvarala manasena nice broo","India",0.5,"positive"
"2426","pawankalyan waiting for ur motivational and inspirational speech sir","Venkatagiri, India",1,"positive"
"2429","pawankalyan  link related to milk products milk packets milk related drinks like horlicks etc melamine an chemical contains nitrogen which gives high protein which is inserted in china and usa and few countries when those countries came to know it","",0.5,"positive"
"2430","pawankalyan  link related to milk products milk packets milk related drinks like horlicks etc melamine an chemical contains nitrogen which gives high protein which is inserted in china and usa and few countries when those countries came to know it is harmful banned","",-1.25,"negative"
"2431","pawankalyan pls fight against melamine mixing in milk packets and milk products it leades to helath issues like kidney cancer etc","",-0.75,"negative"
"2432","pranayjsp pawankalyan pawankalyan has been repeatedly saying that he will contest alone inka athanini sankinchadam correct kaadhu if u r his true follower","",0.5,"positive"
"2433","taruns imarjunmr pawankalyan undali rd front but not with corrupt politicians who has many allegations on his assets","",-0.8,"negative"
"2435","meesalasriram ihmcofficial pawankalyan politicalsena janasenaparty vincym take a look ","Biggboss House",0,"neutral"
"2436","pawankalyan dear sir what are u doingrumours being spread contiously by tdp for alliance its  not sufficient coming out once in a blue moon and giving statement be in public always u already wasted dec n jan crucial months before elections iam ur hardcore fan vexed with ur style","",1.15,"positive"
"2437","prakasharige malathireddy rkvadapally sapioi pawankalyan jagun fdfsmovie paithyam rutherfordnaidu joshuajoe gamblervista urstrulyraghu teluguchegu jspshatagniteam hydcitypolice telanganadgp pawan lanti manchi nethani picchi ga criticize chesthuntey aavesham aagaledhubut i will control my anger for janasena success","",-1,"negative"
"2438","watching yevadu agnyaathavaasi  pawankalyan keerthyofficial bio the exiled heir of a powerful business tycoon returns home and learns about his fathers murder he joins his fathers company as an employee in order to find out the truth","Internet",1,"positive"
"2439","ktrtrs ncbn pawankalyan ysjagan respected sirsplease do consider thisi have seen you people immediately helping the needy in the recent pastthank you sir  he joins his fathers company as an employee in order to find out the truth","lawsons bay colony",1.75,"positive"
"2440","udayuu pawankalyan pk already declared that he is going to allot  seats to new comers","Hyderabad, India",0.8,"positive"
"2444","rajeev malathireddy rkvadapally sapioi pawankalyan jagun fdfsmovie paithyam rutherfordnaidu joshuajoe gamblervista urstrulyraghu teluguchegu jspshatagniteam hydcitypolice telanganadgp pawan kalyan garu never encourage such reactions better avoid or ignore we got lot of other issues to concentrate bro","Hyderabad, India",0.3,"positive"
"2446","zakeer fasiurrahman fdfsmovie pawankalyan please give screenshot of ysrcp supporters abusing you with words like thati will speak to them and demand an apology","",2.4,"positive"
"2447","zakeer fasiurrahman fdfsmovie pawankalyan accusing a person with words like alkhaida without evidence should not be taken lightlyif you faced words like thatkindly share","",0,"neutral"
"2448","knrvlg shantisingaluri pawankalyan sorrythat is letter to pmo","",0,"neutral"
"2449","vinayk chilllbruh taruns pawankalyan yeah lets  wait for his defence argument he may come up with a jsp supporters creepy post before nov or he may say this is morphed by another party to add fumesi cannot comment until he comments i dont endorse such posts from both the sides","",-1.15,"negative"
"2450","iamrag maarpu vinayk chilllbruh taruns pawankalyan aapki kallu dobbeyaa haini dont endorse such posts from both the sides","",0.5,"positive"
"2451","vyaspyk ktrtrs ysjagan pawankalyan was it a mistake or deliberate liecan you please clarify before we decide whether it is funny","",1.85,"positive"
"2452","manindamirror kiratakudu pawankalyan few scenes","",0,"neutral"
"2453","chilllbruh taruns pawankalyan srinuindian taruns my solution  those who have party membership put your membership id in your profile namewe will ignore and block rest of scum","",-1.15,"negative"
"2454","kathimahesh pawankalyan ali told recentlysome local leaders in ysrcp are approaching memain three should show interest aniaa maatram sense kooda lekunda unnadu pawankalyan","",0.5,"positive"
"2455","chilllbruh taruns pawankalyan this post is hitting below the belt may be taruns  can bring the kind of posts from jsp influencers that motivated him to post such stuff we can all discuss and agree to not post such degrading stuff and focus on each party manifestos","",1,"positive"
"2456","kathimahesh pawankalyan even after jagans interview in tv","",0,"neutral"
"2457","disgusting pawankalyan ","",-1,"negative"
"2458","zakeer fasiurrahman fdfsmovie pawankalyan can you share his original tweethe owes you a apology","",1.1,"positive"
"2459","iamrag maarpu vinayk chilllbruh taruns pawankalyan who complained to whom first tell thatjanasena rajyam lo complaints ivvaka mundhe action teesukuntaara","",-1.5,"negative"
"2460","purna pawankalyan ncbn thisissiva alliance at national levelno alliance at state levelcampaigning will be very interesting this timevote for congress for loksabha dont vote for congress for assembly","",1,"positive"
"2461","kiratakudu pawankalyan cm character is modelled after ysri think opposition leader character is created targeting trstrs people created ruckus then","",-0.25,"negative"
"2462","ali toldsome local leaders are approaching memain three should show interest aniaa maatram sense kooda lekunda unnadu pawankalyan","",0.5,"positive"
"2464","zakeer fasiurrahman fdfsmovie pawankalyan apology is the least we can expect from assholes like that","",1.5,"positive"
